Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
135,2498,5,3,3,1924,Rural,Good,Yes,526657
1052,3354,4,1,2,2014,Suburban,Fair,Yes,290140
41,2541,4,3,3,1950,Urban,Good,Yes,333453
1018,1304,1,1,2,2005,Urban,Good,Yes,722010
231,2027,3,3,1,1957,Urban,Good,Yes,544496
1514,3869,3,3,2,1963,Downtown,Poor,Yes,389749
1797,4374,1,2,2,1938,Downtown,Excellent,Yes,616464
379,4046,1,1,2,1938,Urban,Excellent,Yes,240732
289,4841,2,3,3,1924,Downtown,Good,No,724075
419,3004,4,4,1,1918,Downtown,Poor,Yes,164587
1699,4135,4,1,3,1907,Rural,Excellent,No,573846
392,2944,3,3,1,1984,Downtown,Excellent,No,597933
593,4863,3,2,2,2002,Rural,Fair,No,726769
1523,2025,3,4,3,1947,Downtown,Poor,No,396655
1163,1420,4,4,3,2006,Rural,Excellent,Yes,979167
1087,4140,5,1,1,2000,Downtown,Excellent,No,910352
1496,4311,3,3,3,2004,Urban,Fair,Yes,626730
648,1023,2,4,1,1981,Suburban,Poor,Yes,865037
1153,4624,5,4,1,1954,Downtown,Good,No,487538
1368,4133,3,2,1,1952,Suburban,Fair,Yes,612781
521,1750,4,3,2,1985,Urban,Fair,Yes,227561
1863,4419,5,3,2,1919,Downtown,Excellent,No,472418
65,4298,5,3,2,2002,Downtown,Fair,Yes,183703
1837,2101,1,2,1,1970,Rural,Good,Yes,237232
15,3885,1,3,1,1970,Urban,Fair,Yes,481838
1181,2734,3,3,3,2009,Suburban,Excellent,No,272873
1065,2024,4,3,2,2018,Rural,Excellent,Yes,602810
493,4634,1,1,3,1908,Downtown,Fair,No,161186
380,1351,5,2,1,1911,Downtown,Poor,Yes,246599
188,2885,3,1,3,2005,Downtown,Excellent,Yes,592528
764,2494,3,1,3,2020,Downtown,Poor,Yes,964863
217,598,1,4,2,1960,Suburban,Poor,No,316891
792,1100,1,3,1,2015,Suburban,Good,Yes,391376
1077,671,4,1,1,2022,Suburban,Excellent,No,632093
879,2292,3,4,3,1909,Rural,Excellent,No,497564
338,2164,1,4,2,1996,Urban,Poor,Yes,191268
1773,4948,1,1,2,1987,Rural,Poor,Yes,268850
720,742,1,2,3,1979,Urban,Excellent,Yes,830343
1749,3352,5,1,1,2020,Suburban,Excellent,No,667997
296,4631,1,4,1,1986,Urban,Poor,No,174697
1726,1743,5,2,2,2014,Downtown,Good,No,649493
1017,4298,3,2,1,1903,Rural,Good,No,101798
1276,4241,4,4,2,1935,Suburban,Fair,Yes,855837
1751,1487,4,2,3,1973,Downtown,Fair,Yes,796086
1486,2477,3,3,2,1948,Urban,Excellent,Yes,543301
456,2656,1,3,1,1934,Urban,Poor,No,592383
1997,3046,5,2,1,2019,Suburban,Poor,Yes,580929
816,1702,5,2,2,1948,Rural,Good,No,554434
1887,1042,4,3,2,1923,Downtown,Fair,No,264776
270,3827,3,2,2,1951,Urban,Poor,Yes,527508
996,3261,2,4,3,1997,Downtown,Excellent,No,556357
202,3670,3,4,1,1901,Urban,Excellent,Yes,840078
162,1266,1,1,2,1981,Rural,Poor,Yes,771167
1580,4793,2,1,3,1901,Urban,Poor,No,833849
730,1145,1,3,3,1920,Rural,Fair,No,549555
402,1275,4,2,1,1924,Suburban,Fair,No,414745
703,2862,4,4,3,2019,Urban,Fair,No,543844
1501,2297,3,1,1,2000,Suburban,Excellent,Yes,420714
1846,761,1,1,3,1983,Downtown,Poor,No,357558
1796,1732,1,2,3,2013,Urban,Poor,Yes,994889
1130,630,2,1,2,1939,Rural,Fair,No,926611
566,4658,4,1,2,2013,Urban,Good,No,810135
1414,4837,5,4,1,1909,Suburban,Excellent,No,654879
1022,2589,1,2,2,1924,Urban,Excellent,No,866460
1026,841,1,2,3,1968,Suburban,Fair,Yes,703761
1412,1213,2,2,1,1930,Rural,Excellent,No,854406
1896,4849,5,2,3,1964,Rural,Fair,No,961118
1586,775,1,1,2,2002,Downtown,Fair,Yes,161153
1105,3859,3,3,1,2010,Downtown,Good,No,292821
206,4999,4,2,1,1967,Downtown,Excellent,No,139460
35,3388,3,3,2,1988,Urban,Fair,Yes,105746
776,875,5,2,3,2005,Rural,Excellent,Yes,125976
509,3940,1,1,1,1916,Downtown,Fair,Yes,638730
1452,3885,5,2,1,2013,Suburban,Fair,Yes,502436
1479,3471,4,4,1,1917,Downtown,Fair,Yes,662665
1971,1214,2,4,1,1915,Rural,Poor,Yes,298595
1391,4360,1,4,2,1905,Downtown,Good,No,330831
92,3273,2,3,3,1957,Urban,Poor,No,802744
1364,3880,1,1,2,2019,Downtown,Poor,No,901612
898,2125,2,3,1,1908,Suburban,Poor,No,901740
565,723,4,4,3,1919,Urban,Good,No,543406
1370,1459,2,1,1,2004,Rural,Excellent,Yes,564922
777,4030,3,1,2,1995,Urban,Poor,No,807496
242,2985,4,3,3,1969,Urban,Poor,Yes,997719
14,1684,1,1,1,2004,Rural,Good,No,399355
316,3160,2,3,2,1915,Urban,Poor,No,694691
601,3874,3,2,3,1983,Suburban,Fair,No,635009
388,3998,3,3,3,2003,Rural,Excellent,No,934507
1298,1071,1,3,2,1972,Suburban,Good,No,174698
167,2430,4,2,1,1988,Urban,Fair,No,422146
841,594,2,2,1,1949,Urban,Fair,Yes,297795
21,2547,4,4,2,1935,Suburban,Good,Yes,996357
647,4400,2,2,3,1923,Suburban,Good,No,975554
1843,2189,2,4,2,1987,Downtown,Poor,Yes,679957
1509,4123,3,3,3,1918,Urban,Poor,No,841699
1155,4913,5,1,2,1923,Urban,Good,Yes,151536
1529,629,5,1,3,2008,Urban,Fair,No,468401
832,3412,5,2,1,2006,Downtown,Excellent,No,63672
1268,4786,5,2,3,2003,Rural,Good,No,311745
1591,4565,3,4,2,1915,Downtown,Fair,No,977070
1900,4350,3,3,2,1934,Urban,Poor,No,416099
563,3636,3,3,3,1960,Downtown,Good,No,187901
1952,4304,5,4,3,1939,Suburban,Poor,Yes,362130
687,3783,1,3,2,1961,Suburban,Good,Yes,846240
958,3306,5,1,2,1917,Suburban,Excellent,No,779846
190,2302,3,2,3,1932,Rural,Poor,No,395590
1807,1516,1,4,3,1957,Urban,Fair,No,713515
976,2698,5,1,1,1941,Downtown,Fair,No,430665
700,2261,5,2,3,1990,Rural,Poor,Yes,238869
1500,3479,4,4,1,1999,Downtown,Poor,Yes,139590
1706,4516,2,2,2,1978,Urban,Excellent,No,514838
511,1428,1,1,1,1939,Downtown,Good,Yes,202842
1083,3615,5,2,2,1982,Downtown,Poor,No,53515
475,1888,3,3,3,1965,Suburban,Fair,No,319072
1585,1535,3,1,1,1933,Downtown,Excellent,No,579740
857,2765,2,2,2,1954,Urban,Excellent,Yes,207234
748,2526,1,2,1,1937,Urban,Excellent,Yes,612347
253,1569,3,1,1,1942,Downtown,Good,No,685167
22,3247,4,3,1,1931,Downtown,Excellent,No,709789
1338,3593,2,2,3,1951,Downtown,Fair,No,720534
460,1232,5,3,3,1959,Suburban,Excellent,Yes,809277
1185,4568,5,1,3,1992,Urban,Excellent,No,82400
277,3233,1,4,1,2013,Suburban,Excellent,Yes,726894
956,1332,1,4,2,1923,Rural,Poor,Yes,836157
1216,4755,5,1,3,1924,Urban,Fair,No,930808
386,4500,4,4,2,1947,Downtown,Fair,Yes,138757
806,3554,1,1,2,1985,Urban,Good,Yes,129794
1438,1052,3,2,1,1977,Downtown,Excellent,No,110611
1516,1025,2,2,2,1946,Suburban,Excellent,No,879868
344,3843,3,3,3,1925,Downtown,Excellent,No,798378
770,2104,5,4,3,2021,Urban,Good,No,430815
1333,2704,1,1,2,2018,Rural,Fair,Yes,443781
1686,520,3,2,1,1913,Rural,Excellent,No,569897
131,1209,2,2,3,1956,Suburban,Fair,No,650710
1688,1514,1,2,2,1999,Rural,Poor,No,247977
872,1103,5,1,2,1977,Rural,Good,Yes,621952
1124,1966,4,3,2,1995,Rural,Poor,No,475037
1397,665,1,2,2,1997,Urban,Poor,No,706442
88,2954,3,1,3,1996,Suburban,Excellent,No,663484
1483,1402,2,3,3,1958,Rural,Good,Yes,419556
331,1869,3,2,3,1921,Downtown,Excellent,No,863819
1239,4472,3,2,3,1976,Downtown,Poor,Yes,718646
467,1691,3,3,3,1948,Urban,Fair,No,838898
122,2163,5,1,1,2005,Urban,Good,No,298029
1639,2137,2,1,3,1917,Downtown,Good,Yes,773983
1045,3863,3,4,2,2009,Suburban,Fair,Yes,410013
1725,1800,4,1,1,2010,Suburban,Excellent,No,572886
1096,3652,4,4,3,2006,Downtown,Fair,Yes,599753
1131,3483,5,3,3,1931,Downtown,Good,Yes,387088
1295,1747,3,3,2,1941,Downtown,Fair,Yes,942215
861,1484,2,3,3,1973,Downtown,Good,No,323139
1460,3456,5,4,1,1955,Downtown,Good,Yes,274997
1127,1682,2,1,3,2006,Suburban,Good,No,644206
